origins,destinations,path,free_flow_time,route_id,total_length,mean_speed,speed_std,speed_range,pct_high_speed,pct_high_capacity,pct_mid_capacity,pct_local,road_type_entropy,lane_changes_per_km,priority_changes_per_km,yield_priority_changes_per_km,traffic_lights_per_km,bearing_std,turns_per_km,left_yield_turns_per_km,mean_circuity,edges_per_km,edge_dist_from_shortest,mean_edge_dist_to_other_routes,max_edge_dist_to_other_routes,spatial_distinct_rank_for_OD,cluster
-100468675#0,-101604513#1,"100468675#0,100468675#1,100468675#2,100468675#3,101600741#0,101600741#1,101600741#2,101600741#3,101601553#0,101601553#1,-100525438#0,100468681#7,100468681#8,120511932#0,120511932#1,120511932#2,-101604499,100475363,282479151#1,100475362,-659278038#3,-659278038#2,101604503,101604513#1",2.941402522131963,8a1deba337e88c6d64051a2860008f069165eee4848864325bd9c1deb051523b,1879.046647727192,36.66,9.638572941459028,20.016000000000005,0.187688897176883,0.0,0.0798244291331329,0.9201755708668672,0.2783403572325248,0.0,1.0643695314425046,0.5321847657212523,0.0,91.97451786653338,1.0643695314425046,0.0,2.6329115372508536,12.772434377310054,0.95,0.6195865530120094,0.95,0.6666666666666666,0
-100468675#0,-101604513#1,"100468675#0,100468675#1,100468675#2,100468675#3,101600741#0,101600741#1,101600741#2,101600741#3,101601553#0,101601553#1,100525438#1,100525438#2,659278038#0,659278038#1,101604503,101604513#1",2.225147236720462,6a5441c238068ea57ca5115c5fcb48967d31f65ee43a8a394787c4bc2664a593,1374.0614297792467,32.49,6.836765551048246,20.016000000000005,0.0659307425770555,0.0,0.0,1.0,-0.0,0.0,0.0,0.0,0.0,56.07193728150286,0.0,0.0,1.9253285679379408,11.64431200326358,0.7857142857142857,0.539083693765544,0.8888888888888888,0.2222222222222222,1
-100468675#0,-101604513#1,"-100468675#0,100468664,100468672#2,100468667,100468681#0,100468681#1,100468681#2,100468681#3,100468681#4,100468681#5,100468681#6,100525438#0,100525438#1,100525438#2,659278038#0,659278038#1,101604503,101604513#1",1.691361577028219,1b55ef6f125033f6e92b83b3e656bfcf955520ecc785e3eeeec12f6599778c25,1426.8311092963502,48.888000000000005,20.83862838435333,70.02,0.6841848765990739,0.0,0.6048311640050205,0.3951688359949795,0.6710041070919089,1.401707593119631,1.401707593119631,0.7008537965598155,0.0,81.2490803367144,1.401707593119631,0.0,2.044310672337936,12.615368338076678,0.0,0.7083859427609427,0.95,0.8888888888888888,2
-100468675#0,-101604513#1,"-100468675#0,100468664,100468672#2,100468667,100468681#0,100468681#1,100468681#2,-101600741#4,101601553#0,101601553#1,-100525438#0,100468681#7,100468681#8,120511932#0,120511932#1,120511932#2,-101604499,100475363,282479151#1,100475362,-659278038#3,-659278038#2,101604503,101604513#1",2.543252052440847,90782605c9dd7706ef96c2e88f126518ff5d7d9d6de3d3a4bd494e32d25397e3,1918.2655677309929,45.831,19.324762550990734,70.02,0.5402412813759369,0.0,0.4227842273411729,0.577215772658827,0.6811747731321494,1.042608507207731,2.0852170144154614,1.042608507207731,0.0,125.83566612772636,2.0852170144154614,0.0,2.7484197302263635,12.511302086492767,0.7272727272727273,0.7373004599567099,0.9523809523809524,1.0,3
-100468681#0,-101608828,"100468681#0,100468681#1,100468681#2,100468681#3,100468681#4,101607105,-101607101,101607107,101607098#1,101607098#2,-101607965,101607964#1,101607969#0,101607966#0,-101608828",2.251111272442742,d53345996d23176ab352c57e7399b5ce85bf6aa4f887de6905523efc44fbd48b,1729.051502617169,39.3288,10.336217954358355,20.016000000000005,0.5808774640327963,0.0,0.4355302874124227,0.5644697125875775,0.6848113047301448,0.0,0.5783517717583054,0.5783517717583054,0.0,78.85581806322665,0.5783517717583054,0.5783517717583054,2.411599607266153,8.67527657637458,0.5909090909090908,0.4676410474358627,0.75,0.5833333333333334,0
-100468681#0,-101608828,"100468681#0,100468681#1,100468681#2,100468681#3,100468681#4,101607105,101607099,101607107,101607098#1,101607098#2,-120512823#1,-120512823#0,-101609498#5,336863927#0,336863927#1,336863927#2,101608827,101609498#2,101608828",2.483452560289773,36b2a95e29997f9c2efbc2d9d23e64147c0f11121b80d1a27031eee4dbbf32f4,1881.7878928669347,38.41578947368422,10.153261586411793,20.016000000000005,0.5192963715743593,0.0,0.4001802226171444,0.5998197773828555,0.6730846733285202,0.0,0.5314095195269237,0.5314095195269237,0.0,79.97177080957357,0.5314095195269237,0.5314095195269237,2.543697022671059,10.096780871011552,0.3333333333333333,0.4989754338766197,0.7333333333333334,0.75,1
-100468681#0,-101608828,"100468681#0,100468681#1,100468681#2,100468681#3,100468681#4,101607105,101607099,101607107,101607098#1,101607098#2,-120512823#1,-120512823#0,-101609498#5,-101609498#4,-101609498#3,101608828",2.230791495864004,4686839857e8c9d44bb3de43bae30299336b220034022cc12d5b513757774d22,1707.9742611239992,39.996,10.336217954358355,20.016000000000005,0.5721430627387031,0.0,0.4409049451308243,0.5590950548691755,0.6861463771435635,0.0,0.585488916760321,0.585488916760321,0.0,76.0318300883491,0.585488916760321,0.585488916760321,2.30874534759648,9.367822668165136,0.0,0.4003621650680474,0.7037037037037037,0.0833333333333333,2
-100468681#0,-101608828,"-100468681#0,100468681#0,100468681#1,100468681#2,100468681#3,100468681#4,101607105,101607099,101607107,101607098#1,101607098#2,-101607965,101607964#1,101607969#0,101607966#0,-101608828",2.367997537387885,2786b6cd8fd8690ae040675f1b51647acb3efed7d090beb1d0d3f5a097ecc106,1823.0209960506827,39.996,10.336217954358355,20.016000000000005,0.6027686344735167,0.0,0.4649135276584807,0.535086472341519,0.6906830348064746,0.0,0.5485400344627729,0.5485400344627729,0.0,88.41970755049304,0.5485400344627729,0.5485400344627729,2.9280714340291194,8.776640551404366,0.5454545454545454,0.4480901353634439,0.7142857142857143,0.5,3
-100468681#0,-101749458#0,"-100468681#0,100468681#0,100468681#1,100468681#2,-101600741#4,101601553#0,101601553#1,-100525438#0,100468681#7,100468681#8,282479126,133906980,133906979,282479125#0,282479125#1,120511930,-42762428#0,-697042776#1,687927789#0,-71324342,71223791#0,71223791#1,101411570,282689981#1,-120511301,101411571#0,-47374680#8,-47374680#7,-47374680#6,101746498#0,101746498#1,101746498#2,-101746514,101749449#1,-101749458#1,-101749458#0",5.343460422325878,fb6f88a9dc99f7032b5b26e7de671838053299531c2e776c0c82e4524f3a6bb0,3850.15014484815,38.88399999999999,10.08711585567026,20.016000000000005,0.5025115250456059,0.017438381938859,0.3179749005188668,0.664586717542274,0.7064830394901849,0.0,1.0389205224508875,0.5194602612254438,0.2597301306127219,67.45695400563909,1.0389205224508875,0.2597301306127219,2.460519254388698,9.350284702057987,0.7346938775510203,0.691414817000468,0.953125,0.8333333333333334,0
-100468681#0,-101749458#0,"100468681#0,100468681#1,100468681#2,100468681#3,100468681#4,100468681#5,100468681#6,100468681#7,100468681#8,282479126,133906980,133906979,282479125#0,282479125#1,120511930,-42762428#0,-697042776#1,42762429,1323419246,184568063,1323419245,16648700,1323419243,120511145,47374680#0,101749458#0",3.319095730444805,70bb2f230b3b4734e07a77faa9e524c7cb97048a2b568289c0f215a4e6b650be,2445.189391503312,39.996,10.20619745840732,20.016000000000005,0.4965091608300779,0.4070955582497653,0.5446333156400969,0.0482711261101376,0.8431081312700905,0.8179325523616771,0.8179325523616771,0.4089662761808385,0.4089662761808385,37.51409910383782,0.8179325523616771,0.4089662761808385,1.4598335435241598,10.6331231807018,0.0,0.4910402391485418,0.7872340425531915,0.25,1
-100468681#0,-101749458#0,"-100468681#0,100468681#0,100468681#1,100468681#2,-101600741#4,101601553#0,101601553#1,-100525438#0,100468681#7,100468681#8,282479126,133906980,133906979,282479125#0,282479125#1,120511930,-42762428#0,-697042776#1,42762429,1323419246,184568063,76867740,1323419243,120511145,47374680#0,101749458#0",3.966395096555541,85f835f11770ab763d51c2057b0e34f5cf1c0207b1533dc4a8acc42f217c4de8,2743.341914189115,37.68646153846154,9.930716990150389,20.016000000000005,0.4033687637515484,0.2767023713526389,0.4462626779982176,0.2770349506491436,1.0711819745453486,1.458075633704715,2.1871134505570726,1.0935567252785363,0.3645189084261787,48.88951976366952,1.458075633704715,0.3645189084261787,1.6678290611364182,9.477491619080649,0.375,0.5127791423409526,0.8823529411764706,0.3333333333333333,2
-100468681#0,-101749458#0,"100468681#0,100468681#1,100468681#2,-101600741#4,101601553#0,101601553#1,-100525438#0,100468681#7,100468681#8,282479126,133906980,133906979,282479125#0,282479125#1,120511930,-42762428#0,-697042776#1,42762429,1323419246,184568063,1323419245,16648700,1323419243,120511145,283490977#1,-173532317#3,-173532317#2,-101415865#2,-101415865#1,-101749458#1,-101749458#0",4.810561762501976,e8d652b530d48b61f4ae7d59bd3a903911d28e51a2461fd382211667d956e3aa,3421.5135084317008,38.3818064516129,10.040231967504058,20.016000000000005,0.4542898961373545,0.3269815515164743,0.4345201586681962,0.2384982898153294,1.0695568140834173,0.5845366370968176,1.461341592742044,0.8768049556452263,0.2922683185484088,64.05831524241256,1.461341592742044,0.5845366370968176,2.1471849141411665,9.060317875000672,0.4594594594594594,0.5686979455665623,0.9310344827586208,0.5,3
-100468681#0,-1200809291,"100468681#0,100468681#1,100468681#2,100468681#3,100468681#4,100468681#5,100468681#6,100468681#7,100468681#8,282479126,133906980,133906979,282479125#0,282479125#1,120511930,-42762428#0,-697042776#1,687927789#0,-71324342,71223791#0,71223791#1,-679068326#3,-679068326#2,-679068326#1,-679068326#0,101749453,224715836,224715833,282689986,-352797377,-120511301,120509990,71324347#0,71324347#1,71324347#2,71324347#3,101418583,526438862#2,101418589,-1200809291",6.176356886301712,6627b2707af28fff40334c7f07f53f6d77325c3cdcc869f26bfc0d24503b7d9a,3754.9839501531674,34.9983,13.009704397989871,39.99600000000001,0.3430429592193155,0.0260295094943922,0.3546570700010896,0.5356865713394134,1.0044978994647986,0.5326254456875693,1.331563614218923,0.798938168531354,0.2663127228437846,73.5586619327115,1.331563614218923,0.5326254456875693,3.078385893234422,10.652508913751388,0.5555555555555556,0.6247486057446491,0.8070175438596492,0.75,0
-100468681#0,-1200809291,"100468681#0,100468681#1,100468681#2,100468681#3,100468681#4,100468681#5,100468681#6,100468681#7,100468681#8,282479126,133906980,133906979,282479125#0,282479125#1,120511930,-42762428#0,-697042776#1,42762429,1323419246,184568063,76867740,-16648700,42762427,659281081#0,659281081#1,526438862#0,526438862#1,526438862#2,101418589,-1200809291",4.035578111267917,ce4bce68419238423c84fa233bfca06a834bbfe6b2107c628540464c48291dcb,2735.643803471464,35.995200000000004,11.92339060317417,39.99600000000001,0.3643333217946766,0.4054797115080798,0.4868073847817853,0.088724012457509,1.006645994533092,1.4621786633640317,1.4621786633640317,0.7310893316820157,0.3655446658410078,69.2173123935722,1.0966339975230237,0.0,2.2427172540050946,10.966339975230236,0.2258064516129032,0.4823700740457803,0.7021276595744681,0.5,1
-100468681#0,-1200809291,"100468681#0,100468681#1,100468681#2,100468681#3,100468681#4,100468681#5,100468681#6,100468681#7,100468681#8,282479126,133906980,133906979,282479125#0,282479125#1,120511930,-42762428#0,-697042776#1,42762429,1323419246,-100525445,526438862#0,526438862#1,526438862#2,101418589,-1200809291",2.666770588258714,967c23fee05fc8907e156dfa018858f65616bad42610a5b0851f1278a80872a5,1989.2851057333885,37.19664000000001,12.757891919905893,39.99600000000001,0.5010273244861673,0.2591873219871977,0.6694523584498819,0.0452469974753416,0.8538624961004708,2.01077260794416,2.01077260794416,1.00538630397208,0.50269315198604,54.95706738227025,2.01077260794416,0.50269315198604,1.630842445241668,12.567328799651,0.0,0.4161482715582403,0.6666666666666667,0.0833333333333333,2
-100468681#0,-1200809291,"100468681#0,100468681#1,100468681#2,100468681#3,100468681#4,100468681#5,100468681#6,100468681#7,100468681#8,282479126,133906980,133906979,282479125#0,282479125#1,120511930,42762428#1,1164653913,463830226#0,463830226#1,101411570,282689981#1,-120511301,120509990,71324347#0,71324347#1,71324347#2,71324347#3,101418583,526438862#2,101418589,-1200809291",4.103572380130633,f4446324afe0e72bd15e8394213249e08ce763a820d8ff9cafa8d87066de2ee3,2660.9347441785903,36.45290322580647,14.502096389499096,39.99600000000001,0.5203038850783858,0.0575251955035032,0.5004751088225333,0.3239894824946158,1.1280290519251417,0.7516155758330647,1.8790389395826617,1.1274233637495972,0.0,65.06507410181483,1.8790389395826617,0.3758077879165323,2.1814697713854647,11.650041425412503,0.5263157894736843,0.5657187883043346,0.8200000000000001,0.5833333333333334,3
-100468681#0,-23887076#2,"-100468681#0,100468681#0,100468681#1,100468681#2,100468681#3,100468681#4,100468681#5,100468681#6,100525438#0,-101601553#1,-101601553#0,-101600741#3,-101600741#2,-101600741#1,-101600741#0,-100468675#3,-100468675#2,-100468675#1,-100468675#0,100468664,100468672#2,100468672#3,100468672#4,100468679,-23887076#3,-23887076#2",3.202398476755829,4b03c2d63677e915cb6f6790cda8432c0012bbb30702e950d52d28b71126d58d,2579.959056967625,51.535384615384615,25.413562960084004,70.02,0.5893598771473139,0.0,0.580587856019924,0.4194121439800761,0.6801015465112872,0.7752061004994069,0.7752061004994069,0.3876030502497034,0.0,85.17520058394724,0.7752061004994069,0.0,4.090209965198034,10.07767930649229,0.8148148148148149,0.3982149216524216,0.8148148148148149,0.4,0
-100468681#0,-23887076#2,"-100468681#0,100468665,100468672#4,100468679,-23887076#3,-23887076#2",0.456037628600873,a7e3714d794f23cf95937dbfbc40a6e4f5b8e72a90b2af5eda0705df3d308eb2,669.7086960343679,85.002,19.75145722218996,50.00399999999999,1.0,0.0,1.0,0.0,-0.0,2.986373048226575,0.0,0.0,0.0,19.70661850896239,0.0,0.0,1.0617413384533123,8.959119144679725,0.0,0.8320105820105821,0.8518518518518519,1.0,1
