origins,destinations,path,free_flow_time,total_length,mean_speed,speed_std,speed_range,pct_high_speed,pct_motorway,pct_trunk,pct_primary,pct_secondary,pct_tertiary,pct_unclassified,pct_residential,lane_changes_per_km,priority_changes_per_km,yield_priority_changes_per_km,traffic_lights_per_km,bearing_std,turns_per_km,left_yield_turns_per_km,mean_circuity,edge_length_std,edges_per_km,h3_sequence,cluster
-10427692#1,-128361102#1,"-10427692#1,-285549250#1,-128361102#1",0.1597070182180205,459.8256482301316,60.0,17.313579872458497,29.988,1.0,0.0,0.0,0.0,0.8691072628365077,0.1308927371634922,0.0,0.0,2.17473732456856,2.17473732456856,0.0,2.17473732456856,54.08652557080318,2.17473732456856,0.0,1.1494419464181145,112.77618172230208,6.524211973705679,"8a7571c8090ffff,8a7571c80957fff,8a7571c8091ffff,8a7571c80987fff",2
-10427692#6,-128361102#1,"-10427692#6,-10427692#5,-10427692#4,-10427692#3,-10427692#2,-10427692#1,-285549250#1,-128361102#1",0.2906476122774264,658.5366744834693,72.495,13.881746575989636,29.988,1.0,0.0,0.0,0.0,0.6068573338436662,0.3931426661563337,0.0,0.0,3.037036626044742,1.518518313022371,0.0,1.518518313022371,39.20081702317539,1.518518313022371,0.0,1.2775525800096623,85.27974438402124,12.148146504178968,"8a7571c842d7fff,8a7571c8092ffff,8a7571c8090ffff,8a7571c80957fff,8a7571c8091ffff,8a7571c80987fff",1
-10427692#6,-128361102#1,"-10427692#6,-10427692#5,24634516#0,24634516#1,24634516#2,120125554,-24634517#3,-201963533#1,-201963533#1.120,-201963533#1.145,-201963533#0,-285549250#1,-128361102#1",1.883164031224354,1156.7697542762903,43.080923076923085,23.933594863223604,69.98400000000001,0.7932369796654639,0.0,0.0,0.0,0.5829188921378631,0.0938290005764552,0.0,0.1164890869511456,3.457905071612561,7.780286411128262,0.8644762679031402,1.7289525358062805,78.46325677947958,2.5934288037094206,0.8644762679031402,2.244118272094677,71.94419523457046,11.238191482740824,"8a7571c842d7fff,8a7571c8092ffff,8a7571c842dffff,8a7571c842cffff,8a7571c8096ffff,8a7571c80947fff,8a7571c80957fff,8a7571c8091ffff,8a7571c80987fff",2
-10427692#6,-128361102#1,"-10427692#6,-10427692#5,24634516#0,24634516#1,24634516#2,120125554,-24634517#3,201963533#4,201963533#5,-26642362#5,-26642362#3,-22716073,-22716072#3,-18809672#1,-285549250#1,-128361102#1",2.597967101480534,1533.4502848349073,40.626000000000005,22.04790406365195,69.98400000000001,0.5363881430963929,0.0,0.0,0.0,0.3439235940611053,0.070780612201263,0.0183938510494455,0.4109287033917096,0.0,9.781862606399995,1.3042483475199993,1.3042483475199993,86.23196078453384,3.912745042559998,0.6521241737599996,2.9748736002349467,93.96407555066196,10.433986780159994,"8a7571c842d7fff,8a7571c8092ffff,8a7571c842dffff,8a7571c842cffff,8a7571c8096ffff,8a7571c8559ffff,8a7571c85587fff,8a7571c80957fff,8a7571c8091ffff,8a7571c80987fff",3
-136728347#4,-128361102#1,"-136728347#4,-26642362#5,-22716072#5,22716073,-26642362#2,-25145014#4,25187892,-28111977#6,-28111977#5,-28111977#4,-28111977#3,-28111977#2,31860333#2,31860333#3,31860333#4,37681425#5,37681424#0,37681424#1,18809672#6,-170425366#6,-18809672#4,-18809672#1,-285549250#1,-128361102#1",2.8454081992768305,2619.972275972955,41.664,10.080260866189665,20.016000000000005,0.7344247360860626,0.0,0.0,0.0,0.2593166126832358,0.0,0.0690483513300255,0.6716350359867387,0.0,3.053467425348657,0.7633668563371643,0.3816834281685821,103.849748051652,1.5267337126743286,0.7633668563371643,2.433385392226904,83.46383781826295,9.160402276045971,"8a7571c85507fff,8a7571c85587fff,8a7571c8559ffff,8a7571c854a7fff,8a7571c8558ffff,8a7571c854affff,8a7571c85487fff,8a7571c85497fff,8a7571c80867fff,8a7571c8086ffff,8a7571c8084ffff,8a7571c80877fff,8a7571c8082ffff,8a7571c80957fff,8a7571c8091ffff,8a7571c80987fff",0
-136728347#4,-128361102#1,"128906555,233675413#0,233675413#1,22716069#0,25145014#0,25145014#1,25145014#2,25145014#3,25145014#4,26642362#2,-22716073,-22716072#3,-18809672#1,-285549250#1,-128361102#1",2.268054810116991,2088.818035161349,46.00080000000001,8.28741134147794,20.016000000000005,0.7741552792752329,0.0,0.0,0.0,0.4317230816906298,0.0,0.0135033572365744,0.5547735610727956,0.0,2.872437856721461,0.4787396427869102,0.4787396427869102,109.48875935193904,1.4362189283607307,0.0,2.56393185570558,94.8920373725754,7.181094641803654,"8a7571c85587fff,8a7571c85507fff,8a7571c85cd7fff,8a7571c85cdffff,8a7571c8550ffff,8a7571c8551ffff,8a7571c85437fff,8a7571c8558ffff,8a7571c854a7fff,8a7571c8559ffff,8a7571c80957fff,8a7571c8091ffff,8a7571c80987fff",1
-136728347#4,-128361102#1,"128906555,-25187891,25145014#2,25145014#3,25145014#4,26642362#2,-22716073,-22716072#3,-18809672#1,-285549250#1,-128361102#1",1.7738863435943133,1624.1229231110103,44.54509090909091,9.349460919802228,20.016000000000005,0.7095364402022991,0.0,0.0,0.0,0.4183195288124486,0.0,0.0173669466329275,0.5643135245546238,0.0,3.69430165329296,0.6157169422154932,0.6157169422154932,114.74655807651756,1.84715082664648,0.0,1.993539135554394,107.35176397191864,6.772886364370426,"8a7571c85587fff,8a7571c85507fff,8a7571c8551ffff,8a7571c85437fff,8a7571c8558ffff,8a7571c854a7fff,8a7571c8559ffff,8a7571c80957fff,8a7571c8091ffff,8a7571c80987fff",2
-136728347#4,-128361102#1,"-136728347#4,-26642362#5,-22716072#5,22716073,-26642362#2,-25145014#4,25187892,-28111977#6,-28111977#5,-32395414#1,-32395414#0,-31860333#3,-31860333#2,-28111977#1,37681424#1,18809672#6,-170425366#6,-18809672#4,-18809672#1,-285549250#1,-128361102#1",2.4993543277642227,2356.1258145162114,42.37885714285715,9.960228844186837,20.016000000000005,0.762583712119461,0.0,0.0,0.0,0.2883557116277331,0.0,0.0767806052935474,0.6348636830787194,0.0,3.395404418011802,0.8488511045029505,0.4244255522514752,113.7631312219796,1.697702209005901,0.8488511045029505,2.188329316257104,85.62753593517692,8.91293659728098,"8a7571c85507fff,8a7571c85587fff,8a7571c8559ffff,8a7571c854a7fff,8a7571c8558ffff,8a7571c854affff,8a7571c85487fff,8a7571c8549ffff,8a7571c8086ffff,8a7571c80867fff,8a7571c80877fff,8a7571c8082ffff,8a7571c80957fff,8a7571c8091ffff,8a7571c80987fff",3
-136728347#4,201238726#0,"128906555,233675413#0,233675413#1,233675413#2,233675413#3,22690205#0,22690205#2,22690206#0,-22879845,-23436553#4,-23436553#3,-218647947#1,24634510#7,24634510#9,24634510#16,201238726#0",2.6705213331091766,1964.725055623955,45.0,14.143269438146191,59.976000000000006,0.7115432366079325,0.0,0.0,0.0,0.3029075308259564,0.0599277370674099,0.2313373285442856,0.2540998137462901,2.035908275588049,5.598747757867135,1.0179541377940244,0.5089770688970122,110.78119597146016,1.5269312066910368,0.5089770688970122,3.3694609002546985,92.37740790102065,8.143633102352196,"8a7571c85587fff,8a7571c85507fff,8a7571c85cd7fff,8a7571c85cc7fff,8a7571c85c8ffff,8a7571c85caffff,8a7571c85ca7fff,8a7571c85c87fff,8a7571c84267fff,8a7571c84277fff,8a7571c842f7fff,8a7571c842affff",0
-136728347#4,201238726#0,"-136728347#4,-26642362#5,-22716072#5,-22716072#3,-18809672#1,10427692#0,10427692#2,10427692#3,10427692#4,10427692#5,10427692#6,10427692#7,10427692#7.50,10427692#8,201238726#0",1.3315253997066556,1199.9997969996575,65.99279999999999,21.314140722601447,50.004000000000005,0.6290501477274881,0.0,0.0,0.0,0.2331371439507518,0.3764757901950775,0.0235050507520971,0.3668820151020737,1.6666669486116343,4.166667371529086,0.8333334743058172,0.8333334743058172,148.97693642477833,1.6666669486116343,0.8333334743058172,1.622668415147042,100.289602069843,12.500002114587256,"8a7571c85507fff,8a7571c85587fff,8a7571c8559ffff,8a7571c80957fff,8a7571c8090ffff,8a7571c8092ffff,8a7571c842d7fff,8a7571c842f7fff,8a7571c842affff",1
-136728347#4,201238726#0,"128906555,233675413#0,233675413#1,233675413#2,233675413#3,22690205#0,22690205#2,22690205#3,-23436553#3,-218647947#1,24634510#7,24634510#9,24634510#16,201238726#0",2.5335484301971123,1794.2361339047834,44.28514285714287,15.046713757531872,59.976000000000006,0.6506310766608083,0.0,0.0,0.0,0.33168990642038,0.0656220908264424,0.2533190794139858,0.1832241268389207,2.229360965602018,6.13074265540555,1.114680482801009,0.5573402414005045,111.74863072713204,1.6720207242015137,0.5573402414005045,3.077076093528193,97.81552720280216,7.802763379607064,"8a7571c85587fff,8a7571c85507fff,8a7571c85cd7fff,8a7571c85cc7fff,8a7571c85c8ffff,8a7571c85c87fff,8a7571c84267fff,8a7571c84277fff,8a7571c842f7fff,8a7571c842affff",2
-136728347#4,201238726#0,"128906555,-25187891,-25145014#1,-25145014#0,22716069#1,22716069#2,653473569#2,25145011#0,25145012#6,25145013#1,-233675413#8,-233675413#6,22690205#0,23436553#0,23436553#2,-218647947#1,24634510#7,24634510#9,24634510#16,201238726#0",3.581088209247681,2706.92030095314,47.0016,12.183234685851142,59.976000000000006,0.7237083576876765,0.0,0.0,0.0,0.1625455481239162,0.0706351372086804,0.1679082481785772,0.4887848107449544,0.7388470208361048,7.7578937187791,1.4776940416722095,0.3694235104180524,114.69350611187018,2.955388083344419,0.7388470208361048,4.6423096646826725,74.05082427486452,7.388470208361048,"8a7571c85587fff,8a7571c85507fff,8a7571c8551ffff,8a7571c8550ffff,8a7571c85cdffff,8a7571c85567fff,8a7571c8556ffff,8a7571c851b7fff,8a7571c85ceffff,8a7571c85cc7fff,8a7571c85c8ffff,8a7571c85527fff,8a7571c85c87fff,8a7571c84267fff,8a7571c84277fff,8a7571c842f7fff,8a7571c842affff",3
-136728347#4,272042145,"128906555,233675413#0,233675413#1,233675413#2,233675413#3,22690205#0,23436553#0,23436553#2,-218647947#1,24634510#7,24634513#0,24634513#6,176550249#1,176550249#2,176550249#3,176550249#4,201201950#0,201201950#1,201201950#2,201201950#3,201201950#4,272042145",5.138634396919574,3182.720145375516,42.27545454545455,13.777987650172712,39.99600000000001,0.6846111340182264,0.0,0.0,0.382597676803093,0.1869878557232449,0.0,0.0274235112126855,0.1413245392848698,2.513573180986076,5.9697363048419305,1.256786590493038,0.628393295246519,104.07422011158653,1.5709832381162974,0.9425899428697784,2.027290069134592,94.15231758178336,6.912326247711708,"8a7571c85587fff,8a7571c85507fff,8a7571c85cd7fff,8a7571c85cc7fff,8a7571c85c8ffff,8a7571c85527fff,8a7571c85c87fff,8a7571c84267fff,8a7571c84277fff,8a7571c84207fff,8a7571c84357fff,8a7571c84347fff,8a7571c84acffff,8a7571c84a47fff,8a7571c84a6ffff,8a7571ca3697fff,8a7571ca36affff,8a7571ca362ffff",0
-136728347#4,272042145,"128906555,233675413#0,233675413#1,233675413#2,233675413#3,22690205#0,23436553#0,23436553#2,-218647947#1,-24634510#6,-138300620#6,176550249#3,176550249#4,201201950#0,201201950#1,201201950#2,201201950#3,201201950#4,272042145",3.478556411791478,2747.598999470669,45.26526315789474,9.645217587788755,29.988000000000007,0.7277989052612858,0.0,0.0,0.3224186772513627,0.2166000262285708,0.0,0.0327627775344498,0.2182475825568248,2.1837247724853275,6.187220188708428,1.4558165149902185,0.7279082574951092,98.85933268617414,1.819770643737773,1.4558165149902185,1.7501319346862734,92.38159914198047,6.915128446203537,"8a7571c85587fff,8a7571c85507fff,8a7571c85cd7fff,8a7571c85cc7fff,8a7571c85c8ffff,8a7571c85527fff,8a7571c85c87fff,8a7571c84267fff,8a7571c8434ffff,8a7571c84347fff,8a7571c84acffff,8a7571c84a47fff,8a7571c84a6ffff,8a7571ca3697fff,8a7571ca36affff,8a7571ca362ffff",1
-136728347#4,272042145,"128906555,233675413#0,233675413#1,233675413#2,233675413#3,22690205#0,23436553#0,23436553#2,-218647947#1,-24634510#6,-138300620#6,176550249#3,176550249#4,-201238718#1,-201238718#0,160314345#0,160314345#1,-24634413#0,201201950#3,201201950#4,272042145",4.19708030803104,3174.3742427837506,42.85714285714286,10.560522649403836,29.988000000000007,0.6471769158794362,0.0,0.0,0.2144873836674058,0.1874794746409755,0.0818102017684668,0.0283580220505421,0.3061232923660519,2.520181739184112,8.505613369746376,1.890136304388084,0.6300454347960279,104.9772644807149,2.520181739184112,1.5751135869900696,2.021973998393395,89.97311700536171,6.615477065358293,"8a7571c85587fff,8a7571c85507fff,8a7571c85cd7fff,8a7571c85cc7fff,8a7571c85c8ffff,8a7571c85527fff,8a7571c85c87fff,8a7571c84267fff,8a7571c8434ffff,8a7571c84347fff,8a7571c84acffff,8a7571c84a47fff,8a7571c84a4ffff,8a7571c85d07fff,8a7571c85d27fff,8a7571ca3697fff,8a7571ca36affff,8a7571ca362ffff",2
-136728347#4,272042145,"128906555,233675413#0,233675413#1,233675413#2,233675413#3,22690205#0,23436553#0,23436553#2,-218647947#1,-24634510#6,-138300620#6,176550249#3,176550249#4,201201950#0,-24634411,160314345#1,160314345#2,-24634414#1,201201950#4,272042145",4.335890216443648,3117.780581913557,41.49900000000001,10.899206721495595,29.988000000000007,0.5605274131584147,0.0,0.0,0.2032789539991621,0.1908825844908166,0.0,0.0288727742085958,0.3919251048446635,2.565927841878453,8.660006466339778,1.603704901174033,0.6414819604696131,109.00879429645694,2.245186861643646,1.2829639209392265,1.9859256619335213,89.91697865435299,6.414819604696132,"8a7571c85587fff,8a7571c85507fff,8a7571c85cd7fff,8a7571c85cc7fff,8a7571c85c8ffff,8a7571c85527fff,8a7571c85c87fff,8a7571c84267fff,8a7571c8434ffff,8a7571c84347fff,8a7571c84acffff,8a7571c84a47fff,8a7571c84a6ffff,8a7571c85d07fff,8a7571c85d27fff,8a7571ca36d7fff,8a7571ca36affff,8a7571ca362ffff",3
-136728347#4,306240162#0,"128906555,-25187891,-25145014#1,-25145014#0,22716069#1,25145012#5,25145011#1,-233675413#6,22690205#0,22690205#2,22690205#3,-23436553#3,-218647947#1,24634510#7,24634510#9,24634510#16,201238726#0,201238726#0.117,201238726#1,201238719#0,170018165#0,170018165#1,170018165#2,170018165#2.175,306240162#0",3.4520307687810643,2956.4540492776805,53.20224,18.194737630424903,79.99199999999999,0.7879722343488681,0.0,0.0,0.0,0.3545813888331871,0.0478680742127951,0.1537362793793854,0.3429829940500478,3.044187344024128,6.088374688048256,1.0147291146747093,1.3529721528996124,118.53950200242106,1.6912151911245157,0.0,2.2471719872554687,85.27407160564807,8.456075955622577,"8a7571c85587fff,8a7571c85507fff,8a7571c8551ffff,8a7571c8550ffff,8a7571c85cdffff,8a7571c85567fff,8a7571c85cc7fff,8a7571c85c8ffff,8a7571c85c87fff,8a7571c84267fff,8a7571c84277fff,8a7571c842f7fff,8a7571c842affff,8a7571c8439ffff,8a7571c84397fff,8a7571c840c7fff,8a7571c840f7fff",0
-136728347#4,306240162#0,"-136728347#4,-26642362#5,-22716072#5,-22716072#3,-18809672#1,10427692#0,10427692#2,10427692#3,10427692#4,10427692#5,10427692#6,10427692#7,10427692#7.50,10427692#8,201238726#0,201238726#0.117,201238726#1,201238719#0,170018165#0,170018165#1,170018165#2,170018165#2.175,306240162#0",1.801315633658979,1932.455358527778,67.38886956521738,19.120560051003515,70.02,0.7696506957018696,0.0,0.0,0.0,0.5114953094703201,0.2460854296091109,0.0145959677704905,0.2278232931500784,4.657287403967024,3.1048582693113493,0.5174763782185582,2.0699055128742327,148.71406141729125,1.0349527564371164,0.5174763782185582,1.3482410317388287,94.0563039220447,11.901956699026838,"8a7571c85507fff,8a7571c85587fff,8a7571c8559ffff,8a7571c80957fff,8a7571c8090ffff,8a7571c8092ffff,8a7571c842d7fff,8a7571c842f7fff,8a7571c842affff,8a7571c8439ffff,8a7571c84397fff,8a7571c840c7fff,8a7571c840f7fff",1
-136728347#4,306240162#0,"128906555,-25187891,-25145014#1,-25145014#0,-22716069#0,233675413#2,233675413#3,22690205#0,22690205#2,22690205#3,-23436553#3,-218647947#1,24634510#7,24634510#9,24634510#16,201238726#0,201238726#0.117,201238726#1,201238719#0,170018165#0,170018165#1,170018165#2,170018165#2.175,306240162#0",3.198839024120637,2728.225433534562,53.3355,18.57360038848969,79.99199999999999,0.7702351357723142,0.0,0.0,0.0,0.3963817304063979,0.0518724589610603,0.166597026809189,0.2758825209710067,4.031924878637654,6.597695255952525,1.099615875992087,1.4661545013227832,115.37989073904735,1.832693126653479,0.3665386253306958,2.0736976347238163,88.16375373361595,8.796927007936699,"8a7571c85587fff,8a7571c85507fff,8a7571c8551ffff,8a7571c8550ffff,8a7571c85cdffff,8a7571c85cd7fff,8a7571c85cc7fff,8a7571c85c8ffff,8a7571c85c87fff,8a7571c84267fff,8a7571c84277fff,8a7571c842f7fff,8a7571c842affff,8a7571c8439ffff,8a7571c84397fff,8a7571c840c7fff,8a7571c840f7fff",2
-136728347#4,306240162#0,"128906555,233675413#0,233675413#1,233675413#2,233675413#3,22690205#0,23436553#0,23436553#2,-218647947#1,-24634510#6,-138300620#6,176550249#3,176550249#4,174800513,201201953#0,201201953#2,201201953#4,201201953#10,201201953#12,176550246,201238719#0,170018165#0,170018165#1,170018165#2,170018165#2.175,306240162#0",4.566110776368527,3770.8138450970055,50.38892307692307,14.280824819100827,79.99199999999999,0.8016609977892792,0.0,0.0,0.3856836400301641,0.3457628499163324,0.0065997642145359,0.0238725586760485,0.1590258400715609,3.447531629518977,6.364673777573496,1.325973703661145,1.856363185125603,117.27645793396906,2.1215579258578323,1.0607789629289162,2.866158952792571,98.74992896347798,6.895063259037954,"8a7571c85587fff,8a7571c85507fff,8a7571c85cd7fff,8a7571c85cc7fff,8a7571c85c8ffff,8a7571c85527fff,8a7571c85c87fff,8a7571c84267fff,8a7571c8434ffff,8a7571c84347fff,8a7571c84acffff,8a7571c84a47fff,8a7571c84a5ffff,8a7571c84357fff,8a7571c84217fff,8a7571c842affff,8a7571c8439ffff,8a7571c84397fff,8a7571c840c7fff,8a7571c840f7fff",3
-137454133#5,201238729#3,"-137454133#5,-137454133#1,-137454133#0,-224892361#6,-224892361#2,-224892361#1,-286646456#0,-224251774#1,-224251774#0,224251776#0,-170018165#3,-170018165#2.164,-170018165#2.210,-170018165#1,-170018165#0,137133006#0,175770996#0,201238729#3",1.1285078604870122,1744.507954258448,66.11200000000001,14.603754360155634,50.00399999999999,1.0,0.0,0.0,0.2277117268505005,0.2854391322804682,0.3528008406007549,0.0,0.1340483002682762,9.744868149498537,2.8661376910289813,0.0,1.7196826146173887,89.6909639545024,1.1464550764115926,0.0,2.458364726842313,104.18662060425564,10.318095687704332,"8a7571c84227fff,8a7571c843affff,8a7571c84047fff,8a7571c84077fff,8a7571c84057fff,8a7571c840effff,8a7571c840c7fff,8a7571c84397fff,8a7571c8439ffff,8a7571c842a7fff,8a7571c84287fff,8a7571c8465ffff",1
-137454133#5,201238729#3,"-137454133#5,-137454133#1,-137454133#0,224892361#7,-170018165#0,137133006#0,175770996#0,201238729#3",0.5009412679838197,951.9952257697616,61.254000000000005,18.850313464616065,50.00399999999999,1.0,0.0,0.0,0.4172761669549572,0.1853875562335884,0.1516960469628768,0.0,0.2456402298485775,9.453828923062932,5.252127179479407,0.0,1.0504254358958816,71.08775966374844,3.1512763076876444,0.0,1.3415539192250334,133.67037140818076,8.403403487167052,"8a7571c84227fff,8a7571c843affff,8a7571c8439ffff,8a7571c842a7fff,8a7571c84287fff,8a7571c8465ffff",2
