origins,destinations,path,free_flow_time,route_id,total_length,mean_speed,speed_std,speed_range,pct_high_speed,pct_high_capacity,pct_mid_capacity,pct_local,road_type_entropy,lane_changes_per_km,priority_changes_per_km,yield_priority_changes_per_km,traffic_lights_per_km,bearing_std,turns_per_km,left_yield_turns_per_km,mean_circuity,edges_per_km,edge_dist_from_shortest,mean_edge_dist_to_other_routes,max_edge_dist_to_other_routes,spatial_distinct_rank_for_OD,cluster
-1119245057#1,-153730010#2,"-1119245057#1,-1119245057#0,1119245060#2,-156460680#1,-1024000539#0,319058602#1,36294383#0,36294383#1,36294383#2,36294383#3,36294383#4,36294383#5,36294383#6,36294383#7,36294383#8,36294383#9,36294383#10,406210870,36295293#0,37066008,-37055563#2,-37055563#1,332885734#0,332885734#1,332885734#2,37055217#1,-859785184,36950447#0,36950447#1,-1239117016#2,-1239117016#1,-1239117016#0,-37088673#1,-153730010#2",3.997432205423568,d7e140b5c9925482588077566c1425c16607e934ab368335211f3f3461428fc4,4541.08849459437,75.00599999999999,25.377991023003304,50.00399999999999,1.0,0.0,0.4771225510435343,0.5228774489564657,0.8948837032114606,0.0,1.5414806402325507,0.8808460801328861,0.0,95.63672313278872,1.3212691201993292,0.0,3.4137824734254028,7.4871916811295325,0.7209302325581395,0.584734333409346,0.7391304347826086,1.0,0
-1119245057#1,-153730010#2,"-1119245057#1,-1119245057#0,1119245060#2,1119245061,319058602#0,319058602#1,-270968314,-394456356#1,-394456356#0,319058589#0,319058589#1,319058589#2,319058589#3,-859785184,36950447#0,36950447#1,-1239117016#2,-1239117016#1,-1239117016#0,-37088673#1,-153730010#2",1.8452243820494365,40f7336cac220fe142f67ba5619250dd2f93f4018889464cb79c1c5ee4dd34a5,2134.6606718551025,76.19657142857142,25.590362851220817,50.00399999999999,1.0,0.0,0.4944259267889591,0.505574073211041,0.996460563438906,0.0,2.342292649095749,1.4053755894574496,0.0,54.69270713019275,1.8738341192765997,0.4684585298191498,1.604740184421439,9.837629126202147,0.0,0.4572768202775967,0.7209302325581395,0.4166666666666667,1
-1119245057#1,-153730010#2,"1119245057#1,-1119245057#1,-1119245057#0,1119245060#2,-156460680#1,-1024000539#0,319058602#1,-270968314,-394456356#1,-394456356#0,319058589#0,319058589#1,319058589#2,319058589#3,-859785184,36950447#0,36950447#1,-1239117016#2,-1239117016#1,-1239117016#0,-37088673#1,-153730010#2",2.1230261579073675,8d04e65c9f339d7a4ff54c10ca29862045d68e09fd56b81b1d8057dc0c53209d,2273.986042073686,70.4601818181818,25.163826932128774,50.00399999999999,1.0,0.0,0.356825359890318,0.643174640109682,0.9840655901644896,0.0,3.0782950600772305,1.7590257486155605,0.0,61.89902581504487,2.6385386229233405,0.43975643715389,1.7859575922488,9.674641617385582,0.2083333333333333,0.462312519130701,0.7045454545454546,0.5,2
-1119245057#1,-153730010#2,"-1119245057#1,-1119245057#0,-1119245060#1,-1119245060#0,37049908,-1024000539#2,-1024000539#1,-1024000539#0,319058602#1,36294383#0,37055563#0,332885734#0,332885734#1,332885734#2,37055217#1,-859785184,36950447#0,36950447#1,-1239117016#2,-1239117016#1,-1239117016#0,-37088673#1,-153730010#2",2.379487640988721,630c2ac2417a3b5b4a75fb315e892c11f68f95ccf43fd58975c1562f21648c6e,2410.8086737642734,63.048521739130415,22.45068383827815,50.00399999999999,1.0,0.0,0.2857598619088982,0.7142401380911017,0.9353335632769932,0.0,2.903590017813439,1.6591942958933936,0.0,76.00841615653687,2.0739928698667423,0.4147985739733484,1.8123356122822163,9.540367201387014,0.6666666666666667,0.5248964186932102,0.6764705882352942,0.6666666666666666,3
-1119245057#1,-37054066,"-1119245057#1,-1119245057#0,1119245060#2,1119245061,319058602#0,1024000539#0,1024000539#1,1024000539#2,-37049908,-36293459#10,37051872#0,37051872#1,-476687231#2,-476687231#1,-476687231#0,-1119245056,-37054066",1.207481401487881,cdb68eb29ffe97f2c1cb6835966d45a62c00dd49b4099c9819f038b36d83c7f8,1532.140733083813,61.76964705882353,21.863614754144542,50.00399999999999,1.0,0.0,0.190766087189608,0.8092339128103919,0.4873318941155745,0.0,2.610726230056562,1.305363115028281,0.0,88.88925695327237,2.610726230056562,0.0,4.246109781653091,11.095586477740389,0.736842105263158,0.5913379992327361,1.0,0.3333333333333333,0
-1119245057#1,-37054066,"-1119245057#1,-1119245057#0,-1119245060#1,-1119245060#0,-36293459#10,37051872#0,37051872#1,-476687231#2,-476687231#1,-476687231#0,-1119245056,-37054066",0.6209563234941206,e765149bb31ba22d5ca4bfe6fb90bd387c45b73b4451dc50f90e678defae3af8,883.8447339150314,62.505,22.615159911399733,50.00399999999999,1.0,0.0,0.119681864076977,0.880318135923023,0.3662906480807515,0.0,2.262840885118936,1.131420442559468,0.0,60.43397462627365,2.262840885118936,0.0,2.44944977253202,13.577045310713617,0.6428571428571428,0.6205630661048617,1.0,0.5833333333333334,1
-1119245057#1,-37054066,"1119245057#1,-1119245057#1,-1119245057#0,1119245060#2,-156460680#1,1024000539#1,1024000539#2,-37049908,-36293459#10,-36293459#9,-36293459#8,-36293459#7,-36293459#6,-36293459#5,-36293459#4,-36293459#3,37054066",0.8247240220782338,854d54e5ed5c23d93eeed9b2f53ed1c9acedf60294280930fd20e945a75dd900,1192.2944333328255,76.47670588235293,25.726845754398035,50.00399999999999,1.0,0.0,0.2820781318055988,0.717921868194401,0.5949053383824184,0.0,3.3548760173431185,1.6774380086715592,0.0,70.85794461485887,3.3548760173431185,0.0,3.757986853445367,14.258223073708251,0.9565217391304348,0.6201544813302788,0.9565217391304348,0.5,2
-1119245057#1,-37054066,"1119245057#1,-476687231#3,-476687231#2,-476687231#1,-476687231#0,-1119245056,-37054066",0.3412526997840173,7e75647bef3ee204acb27df5aacd68f6b0cc9090c9a2d452d6cddc8504936be9,557.818639020257,50.00400000000001,7.674738709330906e-15,0.0,1.0,0.0,0.0,1.0,-0.0,0.0,0.0,0.0,0.0,41.89156256427015,0.0,0.0,1.594815493925365,12.548881500795094,0.0,0.797923109331105,1.0,0.9166666666666666,3
-1119245057#1,319058640,"-1119245057#1,-1119245057#0,-1119245060#1,-1119245060#0,-36293459#10,37051872#0,37051872#1,-476687231#2,-476687231#1,-476687231#0,-1119245056,-37054066,36293459#3,36293459#4,36293459#5,36293459#6,36293459#7,36293459#8,-37052381#2,-37052381#1,-37052381#0,-1024000539#3,156460679,37052277#1,37052277#2,37052277#3,-37051625#0,-156480737#2,-156480737#1,394456380,37050590,918716574#1,918716574#2,-36936220,36934835#0,36934835#1,36934835#2,332885553,1339478330,-36285797#2,-36285797#1,-36285797#0,-35802071#0,35801882#1,35801882#2,56080984,-550211682,319058640",2.9000867988114907,f348b23b772c83ad5851f9708beb30c5bea1fe15f3f396a3478323907d1cf831,3145.636377023732,60.83850000000001,24.21956897028481,90.0,0.9846606280394627,0.1094008627294781,0.3212978873656061,0.5693012499049156,1.1410740145074776,0.6358013960571994,2.5432055842287977,0.9537020940857992,0.0,74.60128894819655,1.9074041881715984,0.3179006980285997,2.10042323569719,15.259233505372787,0.5454545454545454,0.5300868185275395,0.759493670886076,0.75,0
-1119245057#1,319058640,"-1119245057#1,-1119245057#0,-1119245060#1,-1119245060#0,37049908,156460679,37052277#1,37052277#2,37052277#3,-37051625#0,-156480737#2,-156480737#1,394456380,37050590,918716574#1,918716574#2,-36936220,36934835#0,36934835#1,36934835#2,-710476653#1,-710476653#0,-394446867#1,-394446867#0,-35802071#2,-35802071#1,-35802071#0,35801882#1,35801882#2,56080984,-550211682,319058640",1.9886877107385368,5734033260ef0a7980cf8bc20b5dca27ae97aa4addee3baed679574a1e18644b,2094.0650679482183,55.317375000000006,21.84840555745947,90.0,0.9769576947830754,0.1643384146686583,0.3769170748954776,0.4587445104358642,1.1397616694186288,0.9550801599300904,1.9101603198601809,0.4775400799650452,0.0,49.30492603074155,1.4326202398951358,0.4775400799650452,1.3982617183305384,15.281282558881449,0.0,0.389415387163247,0.5862068965517242,0.25,1
